61.9022,98.3367
36.1190,38.4434
44.1797,6.5324
68.8394,52.7057
4.1330,53.5717
79.9928,25.4079
29.7526,22.2717
71.0899,28.8284
3.9643,62.7388
20.8844,60.3569
81.7656,9.5353
75.8983,78.6889
2.6500,6.0295
74.3534,71.3341
28.2077,56.6091
27.0479,13.9029
75.0566,75.1086
11.7584,25.2178
18.6564,46.2823
45.9754,28.8406
20.5066,10.3607
52.0736,95.2059
91.1439,42.8120
53.6257,30.3577
15.9365,77.9620
97.9812,58.3235
57.0725,3.7757
47.2601,21.5117
29.0810,40.3359
7.9751,36.2856
80.3491,64.9666
3.7332,59.3431
4.6671,56.4701
97.2972,66.9882
61.6638,5.2680
51.2841,16.1195
1.8343,99.5372
65.0983,57.4712
32.1653,10.2648
0.1915,43.2785
62.9276,48.0978
26.8695,79.2914
37.9939,33.1964
63.2664,82.7320
47.8922,29.0282
54.5952,53.7055
37.5159,13.1248
9.8985,64.3366
46.7789,41.7815
5.0481,77.8960
1.3624,86.4800
95.9449,99.6011
57.7815,38.7233
16.6687,5.7277
44.8841,93.0860
80.5793,43.3957
83.8337,89.9878
28.5878,21.6285
49.8170,95.9772
58.1861,75.1536
73.3248,29.3976
66.3055,83.8386
29.1464,75.7679
36.8067,1.3504
40.9423,78.9383
44.1051,43.4882
91.6900,94.4254
73.2248,34.8220
17.0137,33.2190
10.4309,60.9804
1.3948,15.6469
27.9103,80.2620
58.5577,17.2674
70.7265,76.0627
95.3976,91.3904
26.6365,90.2788
11.4905,50.5918
15.8436,91.8995
4.2410,76.2469
1.8111,84.5366
72.7382,43.7567
88.3036,57.7452
96.1111,27.6457
84.8564,40.4117
27.2731,6.3261
41.9679,59.4171
5.5275,23.9924
17.1294,37.5079
55.4907,68.5127
30.2134,20.9577
21.6672,0.1503
46.1212,32.2746
7.4526,82.7163
36.8651,70.4278
8.9229,7.1011
81.2399,86.3279
21.5742,68.9424
58.4935,59.4264
35.9820,23.7386
61.4061,19.8546
64.8768,21.6789
26.8276,56.0118
8.4423,82.2491
69.8457,40.2192
6.4871,0.9676
91.3079,11.8681
81.3318,34.4030
76.8893,87.0692
37.8282,29.2477
8.5515,78.0462
53.7281,1.2625
84.1060,20.5201
62.9199,86.0491
31.4373,59.9323
51.5512,65.4195
39.7343,97.9897
51.5683,24.8074
45.9229,76.8101
7.6893,39.3096
20.8796,61.5056
81.0548,64.0496
6.6601,71.1976
70.8596,80.7270
90.4808,23.4324
92.1506,70.4476
63.4284,83.6808
86.3234,7.7610
37.6323,79.0773
85.5460,6.8816
16.7907,22.0671
21.4928,56.6711
22.7381,16.7842
