X,Y
DOUBLE,DOUBLE
4.844650,7.751197
-7.606499,-30.120266
-23.884700,-7.420952
-2.203162,-24.959453
9.038662,8.946563
-28.696740,-25.661848
37.586869,-11.585760
-5.390537,39.908900
-26.101842,-30.720293
-49.268497,29.889699
6.893747,29.291647
-14.575633,-31.917314
48.581154,-4.917665
43.669838,-8.372518
-17.976313,-15.316226
53.136193,-6.299881
8.974273,1.221244
-17.682438,-20.935830
-0.751430,-8.366539
52.520144,-10.818213
-39.359763,38.168782
37.357358,28.064375
8.034109,24.732084
2.775594,11.157844
-43.734097,35.983159
5.977406,-10.428396
-13.452827,8.465124
-26.283663,-11.566965
-5.580376,-7.134351
3.158523,2.961854
