X,Y
DOUBLE,DOUBLE
-8.908555,-3.608541
29.365340,43.377342
42.444211,1.713232
-18.390421,-0.900083
56.034820,-26.679334
38.961258,35.415863
40.738789,-20.192419
-46.104985,14.772571
-28.347082,22.946877
3.045783,-13.142499
-18.963735,27.936391
-40.267796,8.429605
-7.629249,23.823524
0.409249,-51.937385
-43.836920,-6.582939
-8.766477,-8.128858
9.643414,-6.191370
31.992132,16.883439
1.845857,8.692841
-24.079172,-40.279529
38.075368,26.297795
24.310883,21.922212
56.896693,-36.730166
-4.641675,-10.461132
-36.084047,35.228071
41.841593,-4.542163
6.213180,-25.926451
-34.760909,-32.990171
36.214315,33.586249
22.397792,-3.618861
-13.483071,3.694599
24.900494,-2.052281
-20.183624,-17.785776
31.802326,49.655500
-27.572928,28.439004
-43.344745,33.754834
52.654520,-23.414795
-33.827466,-55.502519
22.987477,44.988027
7.011219,25.848218
43.797158,-20.999523
-10.388748,-51.561075
-45.984632,31.275985
46.850062,16.768631
50.866533,4.850138
5.714482,6.252914
-3.708027,2.978359
-1.380610,41.774926
12.149213,-11.999838
-45.334324,22.130605
-29.724667,-45.204943
57.379529,-44.362568
-32.090891,-39.908809
26.043335,19.685620
37.590447,-27.901714
-27.804254,24.154568
-32.396719,-49.304245
-11.292398,-8.061610
-35.990289,23.913437
30.339493,1.289513
-9.724548,27.757981
-38.872198,-12.976058
-9.396530,29.798385
25.510344,36.335587
-31.985627,0.730225
-22.002108,4.272792
-36.763471,-47.950764
-25.724846,33.047834
-34.121572,-9.624206
7.238475,-16.769146
29.371345,32.004571
3.033726,-41.043290
7.213021,-11.660903
-2.515671,18.936681
-4.260437,-37.363240
29.992661,21.953753
14.195272,0.561628
-16.242266,-35.468432
-6.743559,-26.115511
8.427205,40.536847
-31.492238,-0.326464
-1.119930,-3.973055
1.587179,27.702159
-2.171615,-39.578784
29.703721,36.706345
-5.396586,16.217796
-24.614661,-4.324528
12.972288,-10.764100
-2.747507,10.323557
9.625876,9.950542
-18.748588,10.624199
31.916941,-43.219431
7.954810,-19.065773
-21.018061,31.959023
-12.399595,-15.062308
-19.478656,10.318823
-8.659758,-21.542727
-27.771384,-15.419297
