X,Y
DOUBLE,DOUBLE
1.619292,40.784028
13.124499,52.062030
-37.995418,5.150539
42.991250,5.979876
-34.264644,6.416872
-36.720560,-23.837272
13.567480,16.712810
32.290138,35.333164
26.752347,24.044411
42.802299,12.276019
-5.897463,13.315967
21.173531,2.868240
-66.545633,8.224104
4.592975,15.359806
54.658971,2.626827
-24.742732,-6.686870
-17.123093,-22.724974
33.949208,-13.945707
-9.402769,-33.858475
-59.059243,12.312297
22.914530,-28.227607
6.516036,-49.998609
-8.310795,23.412937
-10.028582,52.299158
30.389416,-16.413159
-46.927338,4.717376
29.599075,6.836060
8.685879,-18.948589
65.621567,-2.606896
-45.212535,0.789376
19.682395,18.979416
9.479056,-27.357573
42.501756,-7.139231
8.959907,35.336233
-16.963579,12.956523
-31.576888,-35.153082
-10.502976,-13.597765
16.859698,20.687674
5.451353,-54.599880
25.612809,-39.906712
-44.722532,-17.839265
52.740578,-10.185005
19.458747,-21.668026
-6.365276,-49.879912
3.470945,-37.056125
-18.550258,18.352447
30.296932,16.411106
-7.193743,57.001652
55.794843,-1.112386
26.260924,24.314543
23.592796,-17.206879
-49.420229,2.155538
-23.567340,18.363503
36.765892,12.838566
32.953483,40.052243
-3.447135,-47.998949
13.755199,8.915921
8.500406,44.290694
30.699666,32.491896
-9.764957,-33.513552
-16.913467,-46.318733
36.446097,-32.661498
12.811065,5.801241
-50.775145,-11.094786
32.738038,-19.273323
3.197762,14.104169
-14.785030,-57.025922
-57.340763,5.297910
38.919835,-11.419538
63.835662,-8.610582
-6.067615,44.256346
-37.404694,33.141771
-17.363965,18.584568
36.053945,-9.788798
-34.543571,18.870414
-45.793156,24.189156
16.548869,32.256795
-22.199152,29.865194
-14.421744,15.112378
-35.098885,-11.379634
22.016576,-34.062165
-8.333216,-0.950739
1.917639,-5.189685
-9.096273,-49.002874
-27.755724,-7.466096
-14.658815,45.244813
-0.500510,-46.160102
28.220309,-13.616192
42.143523,25.395324
54.399474,-18.655867
-12.794285,50.116091
-41.446609,-2.533688
17.760933,-26.224829
-56.947184,-1.161739
-18.487680,47.423858
46.098482,-9.490671
-38.807194,17.931324
-1.666715,-33.376575
32.822414,13.491581
34.634221,9.494924
60.844628,-1.535090
-10.866219,52.390480
-52.929776,-2.064881
49.655572,6.652252
9.883777,26.510361
-17.134455,6.979789
18.300903,38.829169
-3.675216,22.739118
29.006467,43.379621
-10.115008,48.409065
34.557790,-7.993247
-30.220212,35.388368
-35.520240,31.962811
31.648458,-26.354721
18.277875,25.711736
-43.107238,-19.671603
-11.692224,-56.709916
-50.268209,-3.720354
-11.977727,20.654772
-1.712038,20.196365
-13.877650,-27.471356
-20.445266,-46.909442
-1.486323,46.770254
47.016535,1.499285
50.493486,18.481242
-10.681922,-30.576051
-28.162401,24.714711
25.813460,-12.970903
23.326814,38.110695
-25.438194,43.686382
-17.907610,-53.426367
-4.410335,40.684971
-30.885356,-25.102230
-13.226518,35.897483
28.082483,35.949591
15.790866,-36.073080
10.608099,15.479968
-42.969823,-13.036054
-18.124210,-20.725815
9.675676,5.046362
15.368715,-47.036561
22.817218,7.088806
-5.660809,29.050799
-6.977037,-20.504413
-6.335498,-41.557254
-59.783703,0.498032
33.978148,-24.783846
-26.947214,2.688806
-24.171780,-41.906569
5.155790,0.655616
-23.494888,25.992299
14.021821,21.830450
18.765255,46.878485
-9.802036,11.257522
-47.074376,10.975693
0.348410,-3.391857
8.473157,38.113788
-37.293397,-18.770445
16.657464,6.960999
24.995456,-10.282286
36.387653,-7.784662
31.938787,-11.892379
9.996304,10.690908
-18.266110,-16.689741
-3.406635,34.291710
-23.229728,-24.194316
1.131400,56.679988
-17.935147,4.365420
-46.453430,-8.429253
40.477951,-2.848840
58.458727,-8.521375
-17.540608,-53.934958
-11.983961,-37.109548
-2.700704,0.406766
-24.381924,-28.473912
27.959886,-24.169575
39.915651,-28.810029
24.686259,-5.337076
10.707162,55.517708
18.065597,-22.716169
-4.845792,-35.372942
27.261211,47.254909
9.837560,-30.863111
-66.393215,9.626860
-10.855764,-54.418964
-16.061904,-29.267345
-19.191253,24.574766
16.050775,58.613124
25.016803,36.390636
-47.894495,23.206670
31.016156,0.816110
-46.289953,8.765280
-7.435193,-8.773043
58.509583,-12.947890
-0.622528,29.603084
22.723713,-19.780655
42.237045,-13.152603
-50.517501,-3.634451
