X,Y
DOUBLE,DOUBLE
2.610999,35.045741
12.951368,-13.181158
31.389656,-31.724510
9.615073,6.463427
-1.135493,-53.268545
8.029676,59.134975
-32.214021,-21.980784
19.431422,8.791303
2.975588,-29.647918
-23.029260,-8.308229
17.248747,-16.824067
-57.776542,-3.767011
-13.742482,-51.193109
-40.761852,-2.406310
52.216168,8.066848
36.000038,-32.172084
39.999351,-7.620506
28.633976,-30.005909
28.670318,-16.190284
-4.835606,8.851276
-50.148095,1.642272
21.409492,-41.425320
43.628588,19.358274
-37.126369,2.461069
9.740002,-32.829935
2.770747,-48.759771
34.514990,-17.054408
39.451683,-28.445961
43.702294,11.004793
21.925754,-17.761258
-22.221462,43.391473
39.176547,25.998531
1.401190,-10.102027
-3.205985,60.542719
-3.167242,-4.858384
17.475376,-14.176031
7.425516,10.323235
-7.220673,-0.207815
-15.818514,-31.049310
6.900287,-9.477038
31.044364,4.118088
-32.389084,25.158244
-28.502824,-27.533987
-32.740287,-39.120500
-9.466889,-24.632702
-26.283372,-17.524305
-33.441309,16.998263
4.964013,46.005263
-16.886279,-41.537743
-6.862565,-31.232865
-62.878736,4.359417
13.235997,-40.886950
-19.127282,-8.261530
2.860736,10.040404
53.126000,-14.711149
51.033693,-2.516831
-34.673103,-16.229792
-13.857760,18.427784
18.306305,45.094673
-49.149810,11.950382
-11.925198,-47.786165
-16.584756,-8.429690
17.038259,2.216401
9.979610,-4.335762
42.419102,22.436682
-12.072323,-40.583746
-19.145198,-12.003257
9.936110,22.199131
-6.556628,32.754006
12.334887,23.746103
-0.403299,-59.569723
41.222202,-12.425683
-45.598553,24.887402
-0.423017,-33.311106
-50.664459,20.693508
-32.631827,6.689844
-42.745869,25.566436
3.271428,59.727743
58.976379,-10.141175
-54.384003,-6.453074
-2.324280,-10.185618
5.714305,64.234570
5.045135,-52.857485
10.453861,-27.312214
-58.450377,0.162584
15.494384,-32.644572
-44.350402,-3.118914
-16.624155,-2.932746
-13.399229,42.860596
-28.200590,31.491955
-12.397345,49.009544
-24.392278,-46.834164
59.123363,-6.141249
-29.616654,-38.738246
-11.138137,-30.425085
-38.837614,-28.878047
-20.868137,36.874046
-4.942266,48.106227
2.824648,-11.139721
8.081720,-1.306752
-3.171865,60.102160
49.718423,-8.329923
52.671303,-3.271141
-4.713271,-15.020180
18.346747,-25.293844
25.425314,-37.495687
14.456818,9.092364
-12.809704,3.111555
38.964589,19.334453
54.852879,1.416182
7.479506,53.440755
9.532976,37.641070
3.585186,16.297082
-67.314421,10.646820
-44.149142,-14.468262
-1.360646,4.971152
-7.095316,41.937096
3.917676,26.459729
-25.140899,29.143237
-36.467424,-21.783886
12.165192,49.941935
-10.448924,-31.694917
30.757733,-24.331857
-3.201185,40.626811
-41.661917,5.361456
41.775798,-8.706323
-16.164414,10.680326
7.599660,59.805056
7.747705,12.386412
50.861659,-5.628493
-28.695549,13.689695
5.708769,-46.415128
-3.193395,32.042872
18.257203,-44.853961
18.767758,41.848409
25.385860,-15.694851
-21.738388,-16.740088
25.025031,-20.621021
-27.261329,-11.359431
-23.809845,-39.952887
30.988070,28.864983
29.326069,-28.247247
-2.050122,48.504428
-1.114350,-44.938075
31.206057,13.864495
24.943788,5.948683
19.344271,-7.378366
-38.135744,29.653814
12.619058,59.331043
41.991862,-17.473419
-19.030823,3.619567
28.130985,23.736955
-36.052910,-16.559408
-10.606531,10.217006
-6.677082,-43.874398
-19.703981,33.042018
-8.325338,5.403212
2.070594,38.248437
14.647082,-17.873654
8.161330,-36.663688
-0.615946,-34.272044
16.393228,-32.308582
-11.161963,33.280019
8.297943,-23.220743
-29.174836,22.025279
-14.148001,-37.570829
-1.400038,8.812843
-7.502222,-8.759566
-0.639198,41.395360
-3.769453,24.800152
16.034446,-41.665412
12.656112,41.226111
-34.499835,9.837263
32.630710,16.519486
-19.293902,25.472921
2.077794,2.010226
17.639208,-28.194464
-37.040530,16.224177
-29.642349,19.471552
-15.097598,37.371499
31.247080,-5.871061
-13.068152,16.611702
-5.597641,-48.475268
18.235099,-11.204257
-36.574160,7.616125
-25.723457,-5.398849
21.876119,15.249117
-24.166700,10.066377
-12.462474,-0.981064
-2.570187,-28.836277
21.886914,32.829318
6.401175,-31.820105
-1.202174,-19.342009
26.368642,-0.587959
11.837798,-9.144498
-3.558343,-15.946554
24.538329,-1.565300
-44.701329,20.890192
-19.912216,21.351497
38.540669,-20.720948
9.034182,22.450928
29.620779,-0.920076
0.305184,22.070810
23.120999,32.776777
