X,Y
DOUBLE,DOUBLE
48.973235,-3.851275
-15.344433,8.905674
5.491781,-20.258703
-7.190059,43.600705
-18.759985,-36.527731
-32.612095,11.772109
-17.507571,-27.491727
1.822222,45.527232
2.981396,28.607164
-33.958541,-41.703472
32.209176,-21.482888
-53.921109,34.822747
25.093981,-21.846843
0.836867,20.555842
-40.991574,12.590893
28.397931,-21.171139
-11.327513,27.823699
-46.064889,18.280112
43.436282,5.122067
-19.213978,-9.785037
17.162319,-47.703773
-44.255465,-18.560602
-23.336742,36.153393
20.072571,-29.095838
-1.547708,44.987073
-4.181284,43.456293
-33.976016,-10.603012
-43.503405,6.854773
-18.071009,45.178709
-0.180938,-15.099461
22.883978,26.565972
-19.945043,5.953501
3.545964,-6.072208
-39.866331,2.203375
16.842743,47.496103
24.524161,53.031027
56.774255,-36.625483
-10.422173,-12.269359
-50.517622,20.797623
40.221859,11.766351
45.244986,-27.177414
-32.770347,12.090441
43.962777,7.482724
25.220056,-5.062838
-16.461072,-29.557046
35.606190,-11.245690
19.899765,23.590888
-51.614067,0.452454
25.285464,12.567494
-8.729509,2.113111
51.215142,-33.927859
-11.117611,-28.327285
-24.281484,26.471304
23.229666,25.822485
-31.400644,-17.518850
29.000679,-17.272072
48.409503,-37.367780
33.671990,29.091627
-8.333056,34.938823
15.535998,47.463776
-2.372691,-25.353195
-13.277789,-51.893258
-3.197896,-38.475049
-48.712212,10.817122
-35.876458,35.918691
-20.035546,27.195525
18.402745,-3.852454
-32.870612,11.550052
-55.721687,15.031403
-51.549132,28.935155
40.602716,-25.014410
10.044880,-8.744532
-29.384625,5.991053
-25.779615,-22.830450
0.443255,20.546878
21.871525,45.278255
-6.534639,-23.903728
-57.846685,30.030147
-29.782301,-50.756550
-9.812880,-36.295930
40.592369,-20.703979
-24.077947,5.299705
17.749591,44.235805
-48.126220,-16.143583
37.125695,-7.447240
-25.433243,-9.081638
-20.476525,37.116388
3.506184,28.136654
19.571374,-29.248557
10.650233,44.664639
33.984975,-8.487431
-34.902169,-46.796111
25.023905,15.955715
-35.129950,-46.217053
-35.030665,24.188651
-39.333007,17.457518
25.827047,32.549665
-22.966492,-28.437159
9.689159,43.659193
30.691900,-36.701714
23.426002,-25.807911
-21.029247,33.868877
9.894624,-19.284052
43.636622,17.540618
15.402179,7.186535
-24.685221,-15.133897
22.711278,-37.063065
7.249249,24.764956
21.440190,-4.568238
-42.916940,4.269205
