X,Y
DOUBLE,DOUBLE
-36.545132,-17.056646
13.122619,-36.935489
-23.729838,35.756693
10.374512,-33.897313
-20.120565,4.463323
-44.977100,12.937977
-8.437076,-11.511359
23.060404,-63.737377
-25.531543,47.221601
16.118991,-58.454101
16.067526,32.640980
-16.334087,-18.098196
17.458433,-44.634312
-18.412079,23.322020
14.054486,15.947652
20.366605,-41.434184
21.414802,20.597277
-11.552040,41.075480
-35.014852,-7.979947
-25.264666,5.699835
47.274563,28.395864
36.838213,-32.611488
-13.225072,51.085484
32.564072,19.131416
-27.504036,19.717271
-46.593022,-31.982998
-32.724149,12.542192
-49.430313,11.394359
45.721777,17.900976
-42.309177,-12.361537
-41.722922,12.714414
35.533923,5.791346
50.141979,5.030374
-10.102503,8.719458
33.412392,-41.034153
3.704824,37.772861
-13.517633,-3.577123
58.587717,11.652006
-19.679793,60.799335
-8.170989,-24.364655
-6.317019,36.647577
-35.378950,0.225123
-16.157609,-33.642939
5.454002,-7.327410
4.705808,3.791741
48.940945,13.214796
42.564155,19.618326
-40.412956,26.136467
-6.463678,56.817371
-38.375598,-34.152057
21.640057,-36.551066
-33.303594,-37.968312
-10.955671,45.388192
31.582985,12.948094
-25.818483,23.225475
-24.720278,54.998692
-41.067610,-32.771452
26.292717,-47.026472
-26.971813,41.100072
2.193561,-18.992983
-41.702446,-1.260264
-50.718394,6.454066
-37.609468,-30.823953
-7.141488,34.507321
-17.542174,-43.360434
-30.221474,4.657027
37.035350,-30.328454
56.924589,14.266676
-16.646541,-10.892415
52.259917,2.104955
-40.511956,-22.522459
-21.340908,41.259405
33.295213,3.630355
-8.955625,-36.859065
-26.718252,-42.359692
37.321646,-16.970237
-17.879281,2.396829
-8.136500,6.408154
41.294806,12.471250
26.954634,-54.101968
49.429029,-3.446873
-2.039112,4.102723
-12.080340,-33.034952
-24.810211,2.840927
-4.827023,-14.061329
11.917402,-47.675456
3.744856,1.842285
34.552713,-25.637921
-7.992714,35.019089
-2.491860,33.500807
-13.124315,3.900140
-28.414390,-18.668152
4.888666,-18.500685
-14.538972,37.383119
39.827750,5.412160
37.286281,-9.524294
10.242175,35.537104
9.113474,48.054320
-5.262212,24.338575
12.975859,25.748089
-53.646580,3.192188
22.086212,-63.674918
54.686399,14.036230
34.349328,-1.784248
-12.825260,-28.722239
-58.866073,-11.949615
-42.775071,6.032067
-13.664024,27.334408
13.206757,-45.369543
12.076212,-3.078129
-25.616818,-14.089629
-5.995067,43.266008
26.200219,-43.811665
-17.777598,43.016467
-22.709505,50.131463
5.740633,-23.472367
-10.317715,29.671793
15.776120,-5.312401
-34.141605,6.461912
-24.882281,-4.574984
38.958532,30.346832
55.486716,23.290851
9.918807,9.804779
-32.861272,29.272300
25.015359,21.805273
-9.847568,-35.754855
20.902677,-56.715822
10.565541,13.949504
-21.530146,62.404179
-0.909381,-11.773171
-57.880124,-11.969825
-11.077049,-38.902859
-18.628320,-41.856041
-49.557924,-21.857328
1.416052,-9.159149
20.938365,28.673009
27.307603,-38.385015
2.364664,-5.574706
2.594782,21.787975
-39.328480,5.687410
17.878927,-11.883910
46.471905,25.467566
0.528313,-50.514318
-18.724722,54.375449
7.641348,-44.728600
-29.421007,-30.184394
46.485968,10.112202
10.798790,-25.808689
-13.328676,46.991297
-40.292339,22.933789
47.749832,6.559166
7.877261,13.420794
-17.204949,-11.380677
-13.519833,-1.364231
-30.988623,-40.302222
-5.731413,-20.134597
-9.441850,40.412561
-8.759386,-36.738607
9.145861,18.226009
29.617846,-16.536412
-1.579795,-25.271545
-37.470154,-13.794809
17.468882,-27.557371
-3.376115,-28.247668
-21.265784,35.219204
-28.712901,52.496878
-45.237409,-8.632189
-35.630097,13.525904
10.015190,38.644301
33.387009,2.969196
49.182343,-3.142279
-16.760445,28.361821
0.422087,45.587230
52.712949,17.843938
51.611407,3.209210
29.331175,7.044409
46.669525,-5.295966
20.888313,-56.404870
-60.816954,-18.458585
-10.773384,20.182881
43.138749,29.876722
-5.055901,8.396089
19.757455,-62.781873
-27.005365,26.831464
-30.769542,44.676629
0.431333,-6.207112
-24.255087,18.506245
49.461871,24.878100
-30.876377,20.522499
35.606808,21.594444
11.105650,8.022241
41.730501,15.181351
27.954770,-33.833504
42.462957,-2.245221
36.704153,-16.912891
28.010316,-48.978704
5.677705,26.343443
21.477627,34.696027
27.357272,36.172794
30.164632,-40.467080
-1.649611,51.145984
-35.295368,-16.858981
-58.721474,-22.276728
-12.924102,-14.990882
-11.339201,-41.914297
6.181374,47.074676
-6.366396,30.561205
18.922850,42.116058
32.395884,-25.358519
22.831391,-42.254128
-11.389744,8.163870
-22.277707,31.268470
-3.125210,13.579333
-36.642205,-5.738345
-9.905286,-4.735557
26.356147,-55.250301
10.036736,39.172563
-51.094839,-16.152521
48.183653,16.101375
-24.513031,-28.800131
21.529691,34.910639
16.178576,8.423157
25.047179,-5.435542
-53.000866,-22.399954
-7.175747,19.725764
-5.651304,14.228540
-30.029497,13.222477
-42.620646,21.078533
-11.266118,-17.100925
10.483322,1.739745
-28.905527,-35.721937
-51.797076,-27.207241
14.229871,-53.308801
38.106747,0.665847
5.394397,-39.070356
0.932578,-17.600855
62.469463,19.883662
30.106147,31.417967
0.769787,-4.791586
49.662829,12.020983
22.414938,-36.094698
-22.991845,61.842880
-34.035933,-22.273654
5.441187,-26.978188
32.525004,-16.401965
19.876069,34.077737
-19.026526,47.584745
8.352020,-52.202796
-6.585833,33.895476
-41.354156,6.400196
18.129463,-36.646791
36.942668,12.583643
-19.203019,-36.011929
24.804357,22.059260
-44.876586,-12.510056
16.633747,-3.783775
17.561316,-59.538410
4.981538,32.398786
40.467586,9.430661
24.187912,-44.867234
17.309254,5.397022
-3.806044,-17.895045
-53.174457,-19.415078
28.905220,-0.769849
-28.510329,37.727051
13.992841,-28.893476
-38.783925,30.518821
-0.988925,-46.916455
-32.198501,1.508964
9.168137,23.214759
-35.349421,6.228766
16.320757,20.408226
-19.833794,20.590080
1.114220,44.969430
-32.318512,-28.797664
-18.437615,-41.994624
-2.968004,47.025045
-43.373758,13.041433
20.042347,-44.409781
-22.206937,39.978406
-24.903410,-28.054202
-22.393885,-18.165624
-22.648523,-3.421536
44.652459,-10.866990
39.969857,-7.524622
12.105657,-60.936408
-48.243387,-4.379344
16.667041,5.139518
-17.262036,-35.492623
4.075562,20.833104
23.507220,28.965519
35.806925,17.685566
-0.685574,25.865021
11.321331,-6.246657
-15.908043,41.901041
30.021516,-22.358142
7.394026,-2.371753
12.206496,-36.844094
-23.672798,9.138839
5.753903,37.361215
-26.164512,28.815855
21.208049,-10.799324
-17.314817,32.300335
-32.368937,20.629334
22.278900,-26.395996
-20.406384,15.614158
-9.225929,52.342133
44.878819,18.101454
58.090276,17.093608
32.755914,-7.733403
-7.146906,41.190098
2.912213,-10.064026
0.055332,9.658686
17.840675,-43.673505
11.836253,-21.509717
-35.219407,30.772457
4.174473,-43.931098
32.979996,6.217412
-24.859245,-31.863159
25.453165,-15.202385
-3.718525,-3.415403
-32.820532,16.386391
39.140246,0.779445
34.268887,-4.051736
20.459099,18.888384
28.712932,-29.194161
-12.736610,-43.146265
-33.607894,-9.922333
16.078966,-11.137172
-20.669262,47.058912
-26.167072,-0.573843
33.531783,15.903355
20.115124,14.343685
-15.245088,-25.156101
36.440287,6.143722
6.484557,7.409834
-12.348989,24.947406
